MT-TF	TrnF,RF00005,TRNF,TRNA,MTTF
BHMT	BHMT1,HEL-S-61p
TMEM214	FLJ20254
OPRM1	MOR1,M-OR-1,MOP,MOR-1,LMOR,OPRM,HMOP,MOR
RPL12P48	--
PRXL2AP2	FAM213AP2
CXCR5	MDR15,CD185,BLR1,CXC-R5,CXCR-5,MDR-15
STK3	MST2,KRS1,MST-2,KB-1458E12.1
GLB1L2	MSTP114,MST114
YTHDC2	DKFZp564A186,FLJ10053,FLJ2194,HYTHDC2,CAHL
RPL9P28	RPL9_16_1554
TRMT112P3	--
PRELID3BP3	SLMO2P3
PSMD7P1	MOV34L,PSMD7L
RNFT1-DT	NONHSAG022372.2,HSALNG0117808,HSALNG0117809,Lnc-RPS6KB1-1
BPTFP1	--
NGFR	TNFRSF16,P75NTR,CD271,Gp80-LNGFR,P75(NTR)
PTPRF	LAR,LCA-Homolog,BNAH2
TSPAN18-AS1	NONHSAG008150.2,HSALNG0083896,Lnc-TP53I11-3
ZNF668	FLJ13479
LINC02702	NONHSAG009699.2,HSALNG0087402,Lnc-APOC3-4
LINC00900	NONHSAG009688.2,HSALNG0087365,CTC-774J1.2,LINC00900
FAM104A	FLJ14775
LINC02618	HSALNG0029416,Lnc-RNF7-2
MYLKP1	MYLKP
ATP6V0D2	VMA6,FLJ38708,ATP6D2
NUDT16L2P	FLJ20525,NUDT16P1,NUDT16P
HNRNPA3P13	--
B3GAT1	GlcAT-P,NK-1,GLCATP,HNK-1,CD57,LEU7,GlcUAT-P,GLCUATP,HNK1,NK1
LINC02263	NONHSAG038718.2,HSALNG0036634,HSALNG0036635,HSALNG0036633,LINC02263
KCNN2	KCa2.2,HSK2,SK2,SKCA2,SKCa2
OR7E129P	--
SYPL1P1	--
SYNPR	SPO,MGC26651
ZNF646	KIAA0296
CSF2RA	AlphaGMR,CD116,CSF2R,GM-CSF-R-Alpha,GMCSFR-Alpha,GMR-Alpha,CDw116,CSF2RY,CSF2RAX,CSF2RAY,CSF2RX,GMCSFR,SMDP4,GMR
TAF2	TAFII150,CIF150,TAF2B,TAF(II)150,TAFII-150,MRT40
PRSS53	POL3S,Polyserase-3,EDTP308,UNQ308
PF4	SCYB4,CXCL4,Oncostatin-A,Iroplact,PF-4
PDHA2	PDHAL
IGBP1P2	HCG1642624
DHX40P1	DHX40P
MAD2L1	MAD2,HSMAD2,HsMAD2
TRAPPC2B	SEDLP1,MIP-2A,TRAPPC2P1,SEDLP,TRAPPC2.19
LMO2	RHOM2,RBTN2,TTG2,RBTNL1,Rhombotin-2,LMO-2
RPL32P33	RPL32_20_1573
ZNF578	FLJ31384
VKORC1	VKCFD2,VKOR,EDTP308,MST134,MST576
TOB1	TOB,APRO5,TROB1,TROB,APRO6,PIG49
KLK10	NES1,PRSSL1,Kallikrein-10
UBE2D2	UBC4,UbcH5B,UBCH5B,PUBC1,UBCH4,E2(17)KB2,UBC4/5,UBC5B
LINC00903	LSAMP-AS2,NONHSAG035804.2,HSALNG0028231,LINC00903
CD82	TSPAN27,IA4,KAI1,ST6,R2,Tetraspanin-27,Tspan-27,SAR2,GR15,4F9,C33
EIF3KP3	--
TANC2	KIAA1148,KIAA1636,ROLSA,Rols,DKFZP564D166,FLJ10215,FLJ11824,IDDALDS
GXYLT1P7	--
RPS7P7	RPS7_3_472
LINC00635	NONHSAG035681.2,HSALNG0027872,LINC00635
BCKDK	BCKD-Kinase,BCKDHKIN,BCKDKD,BDK
QRFPR	GPR103,SP9155,AQ27
KCNIP3	KCHIP3,DREAM,Calsenilin,CSEN,KChIP3
ZNNT1	NONHSAG050913.2,HSALNG0067345,Lnc-ZNF706-1
ADRB3	BETA3AR,ADRB3R,B3AR
PCDHB13	PCDH-BETA13,PCDH-Beta-13
HMGB1P19	--
LEAP2	LEAP-2
NACAP10	--
CASC19	CARLo-6,LINC01245,NONHSAG051247.2,Lnc-FAM84B-15,HSALNG0068424,HSALNG0068422,HSALNG0068436,HSALNG0068428,CARLO6
PPP3CA	PPP2B,CALNA,CNA1,CALN,ACCIID,CALNA1,IECEE1,DEE91,IECEE,CCN1,CNA
AIG1P1	--
CLASRP	SWAP2,SFRS16,CLASP
FTH1P9	--
LINC02122	NONHSAG040717.2,HSALNG0042670,LINC02122
ALDH7A1P1	ATQL1
LRRTM2	KIAA0416,LRRN2
FEM1C	EUROIMAGE686608,EUROIMAGE783647,KIAA1785,FEM1A,FEM1-Gamma,FEM1c
LINC02071	NONHSAG022227.2,LINC02071
PAFAH1B1P1	LIS2,PAFAH1P1
EGFLAM-AS3	NONHSAG040221.2,HSALNG0041274,EGFLAM-AS3,Tbp1
RPS6P3	RPS6_1_251
CD300LF	IREM1,NKIR,CLM1,IGSF13,CD300f,IREM-1,IgSF13,CLM-1,CD300F,LMIR3
WDR70	FLJ10233
PLEK	P47
CRCP	CGRP-RCP,POLR3I,RCP9,RCP,C17,CGRPRCP,POLR3J,HsC17,RPC9
JAK2	JTK10,JAK-2
UTP23	C8orf53,MGC14595
MIR670HG	NONHSAG008123.2,HSALNG0083832,MIR670HG
PNPP1	--
RMND5A	P44CTLH,GID2A,RMD5,GID2,FLJ13910,CTLH
HSD17B12	SDR12C1,KAR
DYNLL1P4	--
LINC02404	NONHSAG011891.2,HSALNG0093027,LINC02404
FAM83A-AS1	HCCC11,NONHSAG051166.2,HSALNG0068190,FAM83A-AS1,HCCC11_v1,HCCC11_v2
POLR3B	C128,RPC2,FLJ10388,INMAP,HLD8
LINC01103	NONHSAG028796.2,HSALNG0017514,LINC01103
LINC01886	NONHSAG028860.2,HSALNG0017685,LINC01886
CPED1	C7orf58,FLJ21986
KCNQ3	Kv7.3,EBN2,BFNC2,KV7.3
EPCAM-DT	NONHSAG027686.2,HSALNG0014743,Lnc-CALM2-2
HMGB1P29	--
LINC02200	NONHSAG041254.2,HSALNG0044172,LINC02200
PSAT1P2	--
RPL23AP32	DKFZp547I014,RPL23A_9_220
TEKT4	MGC27019,Tektin-4
LVRN	AQPEP,APQ,TAQPEP,FLJ90650,AP-Q
CEP170P1	KIAA0470L,CEP170L,FAM68B,MGC26143,KIAA0470-Like
TSPAN3	TSPAN-3,TM4SF8,TM4-A,Tetraspanin-3,Tspan-3
RPL23AP63	RPL23A_28_1140
LINC01813	NONHSAG027821.2,HSALNG0015064,LINC01813
TREH	TREA,TRE,Alpha,Alpha-Trehalase,MGC129621,TREHD
KAT8	HMOF,MOF,ZC2HC8,MYST1,FLJ14040,MYST-1,LIGOWS
LINC02262	NONHSAG038717.2,HSALNG0036632,LINC02262
SLC9A2	NHE2,NHE-2
SEPTIN14P4	SEPT14P4
CPSF4L	--
LINC02516	NONHSAG038827.2,HSALNG0036911,LINC02516
SUSD1	DKFZP761E1824
LINC01091	NONHSAG038818.2,HSALNG0036896,HSALNG0036898,HSALNG0036906,Lnc-SPRY1-11
C5AR1	C5AR,CD88,C5R1,C5A,C5a-R,C5aR
HSF5	FLJ40311,HSTF5
SLC1A5	ASCT2,AAAT,M7V1,RDRC,ATB(0),M7VS1,ATBO,R16,RDR
DHCR24	Seladin-1,KIAA0018,DCE,Nbla03646,SELADIN1
RPL31	L31
PPIAP86	--
BTBD17	LGALS3BPL,TANGO10A,BTBD17A
COG1	KIAA1381,LDLB,CDG2G
SOD1P3	--
TRAPPC2P2	SEDLP2
PGAM1P13	--
LINC01603	NONHSAG050455.2,HSALNG0066015,LINC01603
RPL26P20	RPL26_10_715
SSR1P1	--
CYP51A1P3	CYP51P3
LUC7L2	CGI-74,CGI-59,LUC7B2,H_NH0792N18.3,FLJ10657,HLuc7B2
SNRPEP6	--
DUTP8	--
LINC02502	NONHSAG038765.2,HSALNG0036743,LINC02502
LARP6	Acheron,FLJ11196,ACHN,Achn
TOX	KIAA0808,TOX1
SAR1AP3	SAR1P3
LAMTOR3	Ragulator3,MAP2K1IP1,MAPKSP1,MAPBP,MP1,PRO0633,Mp1
PRSS8	Prostasin,CAP1,PROSTASIN
DAZAP2	KIAA0058,PRTB
LAMA4	LAMA3,LAMA4*-1,CMD1JJ
CCDC34	RAMA3,NY-REN-41,L15
ASAP1	KIAA1249,CENTB4,ZG14P,DDEF1,PAP,DEF-1,PAG2,AMAP1
UNC45A	SMAP-1,GC-UNC45,GCUNC-45,SMAP1,IRO039700,GCUNC45,UNC-45A,Unc-45A,OOHE
GABRA4	--
ANGPTL5	--
PRSS36	Polyserase-2,FLJ90661
HELZ-AS1	NONHSAG022559.2,HSALNG0118281,Lnc-PITPNC1-1
RGS9	PERRS,RGS9L,MGC111763,MGC26458
ZW10	KNTC1AP,HZW10
PPP1R12C	MBS85,AAVS1,LENG3,P84,P85,DKFZP434D0412
FHL1	SLIM1,FHL1B,XMPMA,FLH1A,BA535K18.1,MGC111107,SLIM-1,KYO-T,FHL-1,SLIM,SLIMMER,RBMX1A,RBMX1B,FCMSU,FHL1A,KYOT
FKBP1B	FKBP12.6,OTK4,PPIase,FKBP1L,FKBP9,FKBP-12.6,H-FKBP-12,Rotamase,FKBP-1B,PKBP1L
RPL3P6	RPL3_2_568
DUX4L51	--
PAIP1	PAIP-1
LINC02439	NONHSAG012465.2,HSALNG0094445,LINC02439
TMC1	DFNA36,DFNB11,DFNB7
RPL7P43	RPL7_23_1260
SLC4A8-AS1	NONHSAG011159.2,HSALNG0091087,Lnc-GALNT6-1
PMCH	MCH,Pro-MCH,Prepro-MCH,PpMCH
UBA6-AS1	UBA6-AS1,LOC550112,NONHSAG038086.2,NONHSAG038090.2,NONHSAG038095.2,HSALNG0034898,HSALNG0034888,HSALNG0034895,HSALNG0034891
EXOC4	SEC8,KIAA1699,SEC8L1,Sec8p,MGC27170
LINC02795	HSALNG0004894,Lnc-ODF2L-32
CSRP2	SmLIM,CRP2,LMO5,LMO-5,SMLIM
PHKA1P1	--
CDCA4P2	--
TMEM131	RW1,KIAA0257,PRO1048,YR-23,CC28,2610524E03Rik
COL24A1	--
SLC7A11	XCT,CCBR1
RPS29P19	RPS29_4_1178
LINC02703	NONHSAG009690.2,HSALNG0087360,HSALNG0087358,Lnc-APOC3-6
LINC02736	NONHSAG008674.2,HSALNG0084900,CMB9-22P13.2,Lnc-LTBP3-3
NDUFA3P6	--
PDE2A-AS1	NONHSAG008991.2,Lnc-ATG16L2-4,HSALNG0085572
PYCARD	CARD5,ASC,TMS-1,TMS1,HASC,TMS
CEP126	KIAA1377
VASP	--
PYCARD-AS1	C16orf98,PYCARDOS
LINC01259	TCONS_00007515,NONHSAG037762.2,HSALNG0033879,LINC01259
TRIM72	MG53,Mitsugumin-53,Mg53
SEPTIN7P14	--
PDE1B	PDES1B,PDE1B1,HEL-S-79p
GAPDHP39	--
LINC02010	NONHSAG036314.2,HSALNG0029645,LINC02010
AADAC	DAC,CES5A1
C11orf87	LOH11CR1A,NEURIM1,LOC399947
TMEM252	C9orf71,MGC34760
EBAG9	RCAS1,EB9,PDAF
GARNL3	BA356B19.1,DKFZp761J1523
MS4A2	FCER1B,MS4A1,IGER,APY,ATOPY,FCERI,IGHER,FcERI,IGEL
C2orf49	Ashwin,Asw,MGC5509
MTCYBP44	--
NDUFB4P12	--
ODAD1	CCDC114,CILD20,FLJ32926
TMEM150C	TTN3,FLJ12993
NDUFB9P2	--
PTMAP10	--
ASZ1	GASZ,ALP1,CT1.19,C7orf7,ANKL1,Orf3
NONOP2	--
SNRPGP7	--
B3GALNT1	Beta3Gal-T3,B3GALT3,GalT3,GLOB,P1,Beta-1,3-GalNAc-T1,Beta-3-Gx-T3,B3Gal-T3,Beta3GalT3,Brainiac1,Gb4Cer,GLCT3,P
RORA	NR1F1,RZRA,ROR1,ROR2,ROR3,RZR-ALPHA,ROR-Alpha,IDDECA
WBP1P2	--
RPL38P2	RPL38_1_244
UPK2	UPII,UP2,Uroplakin-2,MGC138598
ANAPC1P1	--
PDGFRA	PDGFR2,PDGF-R-Alpha,PDGFR-2,CD140a,GAS9,PDGFR-Alpha,RHEPDGFRA,CD140A
MS4A18	--
SNX24	SBBI31,PRO1284
MS4A15	--
ZNF296	ZNF342,ZFP296
CRYM-AS1	NCRNA00169,FLJ41766,NONHSAG018836.2,NONHSAG018838.2,NONHSAG018839.2,NONHSAG018837.2,HSALNG0110113,HSALNG0110111,HSALNG0110112,HSALNG0110114,Lnc-ANKS4B-5
RNF149	FLJ90504,DNAPTP2
SNX29P1	RUNDC2B,RUNDC2L
GAU1	GALNT8-DT,NONHSAG010253.2,HSALNG0088745,GAU1
LINC02089	NONHSAG022236.2,HSALNG0117416,LINC02089
FBXW8	FBX29,FBW6,FBW8,FBXO29,FBXW6
KIF19	KIF19A,FLJ37300
RHEB	RHEB2
BHLHE22	CAGL85,BHLHB5,TNRC20,Beta3,BHLHe22,Beta3a,BHLHb5
MAL2	--
BSND	BART,Barttin,DFNB73
MIR483	Hsa-Mir-483,Hsa-MiR-483-3p,Hsa-MiR-483-5p,MIRN483,MIMAT0004761,MIMAT0002173,MI0002467,Mir-483
MIR4686	Hsa-Mir-4686,MIMAT0019773,MI0017318
MIR6744	Hsa-Mir-6744,MIMAT0027389,MIMAT0027390,MI0022589
RNU6-878P	--
MIR4299	Hsa-Mir-4299,MIMAT0016851,MI0015829
MIR8070	Hsa-Mir-8070,MIMAT0030997,MI0025906
RN7SKP151	--
RNA5SP332	RN5S332
RNA5SP331	RN5S331
MIR302E	Hsa-Mir-302e,MIRN302E,MIMAT0005931,Hsa-MiR-302e,MI0006417
RNU7-49P	U7.49
RNU6-593P	--
RN7SL188P	--
MIR6073	Hsa-Mir-6073,MIMAT0023698,MI0020350
NAGPA	APAA,UCE
RNA5SP336	RN5S336
RNA5SP337	RN5S337
RNA5SP335	RN5S335
NDUFB9P3	--
MIR4486	Hsa-Mir-4486,MIMAT0019020,MI0016847
MIR4694	Hsa-Mir-4694,MIMAT0019787,MIMAT0019786,MI0017327
RNU6-783P	--
KCNB2	Kv2.2,KV2.2
MIR8087	Hsa-Mir-8087,MIMAT0031014,MI0025923
RNA5SP339	RN5S339
MIR610	Hsa-Mir-610,Hsa-MiR-610,MIRN610,MIMAT0003278,MI0003623
RN7SKP90	--
RNA5SP338	RN5S338
BTF3P12	HUMBTFC,BTF3L2
SNORD14A	RNU14A,U14,RNU14,U14-S13-5,SNODB1079,SNORD14B,RF00016,SNODB21
SNORD14B	U14B,U14,RNU14B,SNORD14A,SNODB264,SNODB133,RF00016,SnoRNA
GPX7	GPX6,NPGPx,FLJ14777,GSHPx-7,CL683,GPx-7
RN7SL240P	--
FAM91A1	FLJ23790
MIR8054	Hsa-Mir-8054,MIMAT0030981,MI0025890
RFESD	--
RNU6-99P	--
MIR3973	Hsa-Mir-3973,MIMAT0019358,MI0016991
RN7SKP287	--
SLC30A6P1	--
RNU6-365P	--
RN7SKP158	--
LINC01851	NONHSAG028284.2,HSALNG0016240,LINC01851
MIR8068	Hsa-Mir-8068,MIMAT0030995,MI0025904
MIR670	Hsa-Mir-670,Hsa-MiR-670-5p,MIMAT0010357,MIMAT0026640,MI0003933
MIR129-2	Hsa-Mir-129-2,Hsa-MiR-129-2-3p,Hsa-MiR-129-5p,MIRN129-2,Hsa-Mir-129-P2,MIMAT0004605,MIMAT0000242,Mir-129-2,MI0000473,MIR-129b,RF00486
MIR3160-1	Hsa-Mir-3160-1,MIMAT0019212,MIMAT0015034,Mir-3160-1,MI0014189
MIR3160-2	Hsa-Mir-3160-2,MIMAT0015034,MIMAT0019212,Mir-3160-2,MI0014190
MIR6745	Hsa-Mir-6745,MIMAT0027391,MI0022590
MIR5582	Hsa-Mir-5582,Hsa-MiR-5582-3p,MIMAT0022280,MIMAT0022279,MI0019138
SNORD67	HBII-166,SNODB1946,RF00573,SNORD67
MIR3161	Hsa-Mir-3161,MIMAT0015035,MI0014191
MIR3162	Hsa-Mir-3162,MIMAT0015036,MIMAT0019213,MI0014192,Mir-3162
RN7SKP192	--
RNU2-23P	--
MIR4489	Hsa-Mir-4489,MIMAT0019023,MI0016850,Mir-4489
MIR6751	Hsa-Mir-6751,MIMAT0027402,MIMAT0027403,MI0022596
GLULP5	--
SLC44A3	CTL3,MGC45474
MIR612	Hsa-Mir-612,Hsa-MiR-612,MIRN612,MIMAT0003280,MI0003625,RF00959
MIR4690	Hsa-Mir-4690,Hsa-MiR-4690-5p,MIMAT0019780,MIMAT0019779,MI0017323
RNU6-46P	RNU6-46
SOCS2	STATI2,SOCS-2,SSI-2,SSI2,CIS2,Cish2,CIS-2
MIR7113	Hsa-Mir-7113,MIMAT0028123,MIMAT0028124,MI0022964
MIR4691	Hsa-Mir-4691,Hsa-MiR-4691-3p,MIMAT0019782,MIMAT0019781,MI0017324,Mir-4691
GCFC2	GCF,C2orf3,DNABF,TCF9,TCF-9
RN7SL309P	--
RNU6-1175P	--
RNU7-23P	U7.23
MIR6860	Hsa-Mir-6860,MIMAT0027622,MI0022707
MIR3163	Hsa-Mir-3163,MIMAT0015037,MI0014193
RN7SKP297	--
MIR4696	Hsa-Mir-4696,MIMAT0019790,MI0017329
MIR6753	Hsa-Mir-6753,MIMAT0027407,MIMAT0027406,MI0022598
RNU6-216P	--
RNA5SP344	RN5S344
RNU6-544P	--
RNU6-311P	--
MIR708	Hsa-Mir-708,Hsa-MiR-708-3p,Hsa-MiR-708-5p,MIRN708,Hsa-Mir-28-P3,MIMAT0004926,MIMAT0004927,MI0005543,RF00917
RNU6-672P	--
RNU7-59P	U7.59
MIR5579	Hsa-Mir-5579,MIMAT0022270,MIMAT0022269,MI0019133
MIR4300	Hsa-Mir-4300,MIMAT0016853,MI0015831
RNU6-1135P	--
MIR4692	Hsa-Mir-4692,MIMAT0019783,MI0017325
RNU6-16P	RNU6-16
MIR139	Hsa-Mir-139,Hsa-MiR-139-5p,Hsa-MiR-139-3p,MIRN139,MIMAT0000250,MIMAT0004552,MIR139-3p,MI0000261,Mir-139,RF00703
MYO1G	HA-2,HA2,Myosin-Ig,HLA-HA2,MHAG
RNU7-105P	--
RN7SL223P	--
PGRMC2	PMBP,DG6
LIX1	C5orf11,Lft
RN7SL239P	--
RNU6-560P	--
MIR548L	Hsa-Mir-548l,Hsa-MiR-548l,MIRN548L,MIMAT0005889,MI0006361
RNA5SP347	RN5S347
MIR3920	Hsa-Mir-3920,MIMAT0018195,MI0016427
RN7SL222P	--
SNORD6	Mgh28S-2412,SNODB682,RF00342,SNODB19,SNORD6
SNORA25	SNORA25A,ACA25,SNODB144,RF00402,SNORA25
RN7SKP53	--
SNORA32	ACA32,SNODB190,RF00421,SNORA32
SNORA1	ACA1,SNODB189,RF00408,SNORA1
SNORA8	ACA8,SNODB146,RF00393,SNORA8
SNORD5	Mgh28S-2410,SNODB688,RF01161,SNORD5
SNORA18	ACA18,RF00425,SNODB68,SNORA18
MIR1304	Hsa-Mir-1304,Hsa-MiR-1304-3p,Hsa-MiR-1304-5p,MIRN1304,MIMAT0005892,MIMAT0022720,MI0006371
SNORA40	SNORA40A,ACA40,SNODB1203,SNORA40,RF00561,SNODB79
RNU6-952P	--
RNA5SP535	--
ARHGAP26-IT1	NONHSAG041814.2,HSALNG0045530,ARHGAP26-IT1
RN7SKP115	--
MIR4693	Hsa-Mir-4693,Hsa-MiR-4693-5p,MIMAT0019784,MIMAT0019785,MI0017326
MIR4490	Hsa-Mir-4490,MIMAT0019025,MI0016852
CACNG4	MGC11138,MGC24983
RNA5SP350	RN5S350
MIR1261	Hsa-Mir-1261,MIRN1261,MIMAT0005913,MI0006396
RNA5SP349	RN5S349
RN7SKP273	--
RNU4-55P	--
POLR3KP2	--
RNU2-60P	--
RNU6-1107P	--
RNU6-44P	RNU6-44
RNU6-277P	--
SNCA-AS1	NONHSAG038422.2,HSALNG0035798,SNCA-AS1
MIR34B	Hsa-Mir-34b,Hsa-MiR-34b-3p,Hsa-MiR-34b-5p,MIRN34B,Hsa-Mir-34-P2a,MIMAT0004676,MIMAT0000685,MI0000742,MiRNA34B,Mir-34b,RF00456
MIR34C	Hsa-Mir-34c,Hsa-MiR-34c-5p,Hsa-MiR-34c-3p,MIRN34C,Hsa-Mir-34-P2b,MIMAT0004677,MIMAT0000686,MI0000743,MiRNA34C,Mir-34c,RF00456
RNU7-187P	--
MIR4491	Hsa-Mir-4491,Hsa-MiR-4491,MIMAT0019026,MI0016853,Mir-4491
MIR4492	Hsa-Mir-4492,MIMAT0019027,MI0016854,Mir-4492
RNU6-376P	--
SNF8	EAP30,VPS22,Dot3,HVps22
RN7SL688P	--
RNU6-592P	--
LINC02377	NONHSAG038876.2,HSALNG0037184,LINC02377
HAVCR2	TIMD3,TIM3,Tim-3,CD366,FLJ14428,HAVcr-2,TIMD-3,KIM-3,SPTCL,TIM-3
RNU6-1157P	--
RNU6-256P	--
CKAP4	P63,CLIMP-63,ERGIC-63,Climp-63,CLIMP63
MIR4493	Hsa-Mir-4493,MIMAT0019028,MI0016855
RNU4-23P	--
FBXW5	Fbw5,DKFZP434B205,MGC20962,FBW5
RNU6-321P	--
MIR8052	Hsa-Mir-8052,MIMAT0030979,MI0025888
OPRPN	BPLP,PRL1,PROL1,Opiorphin
RN7SL167P	--
RNU6-1156P	--
RNA5SP352	RN5S352
RNU2-35P	--
MIR125B1	Hsa-Mir-125b-1,Hsa-MiR-125b-1-3p,Hsa-MiR-125b-5p,MIRN125B1,Hsa-Mir-10-P3a,MIMAT0004592,MIMAT0000423,Mir-125b-1,MI0000446,RF00052
MIRLET7A2	Hsa-Let-7a-2,Hsa-Let-7a-2-3p,Hsa-Let-7a-5p,MIRNLET7A2,Hsa-Let-7-P1a,MIMAT0010195,MIMAT0000062,MI0000061,Let-7a-2,RF00027,LET7A2
MIR100	Hsa-Mir-100,Hsa-MiR-100-3p,Hsa-MiR-100-5p,MIRN100,Hsa-Mir-10-P2a,MIMAT0004512,MIMAT0000098,MI0000102,MiR-100,RF00104
RNU4ATAC10P	--
RNU4ATAC5P	--
MIR6716	Hsa-Mir-6716,MIMAT0025845,MIMAT0025844,MI0022550
MIR4697	Hsa-Mir-4697,MIMAT0019792,MIMAT0019791,MI0017330
RN7SL778P	--
GALNT4	GalNAc-T4,GALNAC-T4,GALNACT4
SNORD14E	AP000926.6,SNODB1791,SNODB1343,SnoRNA
SNORD14D	SNODB1224,SNORD14B,RF00016,SnoRNA
SNORD14C	AP000926.6,SNODB540,RF00016,SnoRNA
RN7SKP121	--
RPL35AP28	RPL35A_15_1235
MIR6090	Hsa-Mir-6090,MIMAT0023715,MI0020367
MIR4301	Hsa-Mir-4301,Hsa-MiR-4301,MIMAT0016850,MI0015828
RNU6-1123P	--
LINC00485	NONHSAG012108.2,HSALNG0093577,LINC00485
RN7SKP279	--
MIR326	Hsa-Mir-326,Hsa-MiR-326,MIRN326,MIMAT0000756,MI0000808,Mir-326,RF00719
TMCC1P1	TMCC1P
LINC02349	NONHSAG017091.2,HSALNG0106385,LINC02349
WDFY3-AS1	NONHSAG038357.2,HSALNG0035619
RPS3	S3,FLJ26283,FLJ27450,MGC87870
TMEM248P1	--
EEA1	ZFYVE2,MSTP105,MST105
RASSF6	--
SRP14	ALURBP,MGC14326
C8G	C8C
C1GALT1P3	--
ASS1P10	ASSP10
SLA	SLAP-1,HSLAP,SLAP,Src-Like-Adapter,SLA1,Src-Like-Adaptor,SLAP1
SLCO4C1	SLC21A20,OATP4C1,OATP-H,OATPX,OATP-M1,PRO2176
EEF2KMT	FAM86A,SB153,EFM3,MGC19636,EEF2-KMT
LCN12	MGC48935
DPP8	DPRP1,DP8,MSTP141,FLJ14920,FLJ20283,MGC26191,DPRP-1,MSTP097,MSTP135,MST097
NPY6R	NPY1RL,PP2,NPY6RP,Y2B,NPY6-R
LINC01837	NONHSAG025447.2,NONHSAG025446.2,NONHSAG025449.2,HSALNG0125343,LINC01837
ST8SIA4	PST1,PST,SIAT8D,CMP-N-Acetylneuraminate-Poly-Alpha-2,8-Sialyltransferase,Polysialyltransferase-1,ST8SiaIV,SIAT8-D,ST8SIA-IV
LINC02692	C9orf141,PRR31,HSALNG0075331,Lnc-PTGDS-2
APOH	B2G1,BG,Beta(2)GPI,B2GPI,Apo-H,B2GP1
PTGDS	L-PGDS,PGDS,Cerebrin-28,PGDS2,PDS,LPGDS,PGD2
AKR1D1	SRD5B1,3o5bred,CBAS2
VDAC1	PORIN,MGC111064,VDAC-1,HVDAC1,VDAC
RASGRP4	--
LINC01497	NONHSAG022633.2,HSALNG0118447,LINC01497
HEATR6-DT	NONHSAG022375.2,CTD-2319I12.2,HSALNG0117818,Lnc-CA4-3
LCNL1	FLJ45224
SDK2	KIAA1514,FLJ10832
RIC8B	HSyn,RIC8,Synembryn-B,FLJ10620
PAXX	XLS,C9orf142
PGBD4P4	--
TPI1P4	--
ATP6V1C2	ATP6C2,VMA5
ENPP7P14	--
KRT18P54	--
LINC02164	NONHSAG018483.2,HSALNG0109317,LINC02164
PCDHB15	PCDH-BETA15,PCDH-Beta-15
CEP135	KIAA0635,CEP4,FLJ13621,Cep135,MCPH8
RPS3AP48	RPS3A_22_1469
SNRPCP20	--
NPM1P3	NG3-3,NPM1P15,NPMP3,NG2-6
LINC01570	NONHSAG018487.2,HSALNG0109324,LINC01570
TMED7	P24gamma3,CGI-109,P24g3,FLJ90481,P27
ING3	P47ING3,MEAF4,Eaf4,FLJ20089,ING2
MIR8065	Hsa-Mir-8065,MIMAT0030992,MI0025901
TAF11L6	HCG1809904,TAF11L10,TAF11L5,TAF11L8
CLIC3	--
IL13	IL-13,P600,Interleukin-13,MGC116786,MGC116788,MGC116789,ALRH,BHR1,NC30
RNU7-99P	--
RNU6-457P	--
RNU6-328P	--
IQSEC2	IQ-ArfGEF,KIAA0522,BRAG1,MRX18,MRX78,MRX1
MT4	MTIV,Metallothionein-IV,Metallothionein-4,MT-IV,MT-4
ACTG1P21	--
LINC01362	NONHSAG001926.2,HSALNG0004748,LINC01362
MT2A	MT2,Metallothionein-II,Metallothionein-2,MT-II,MT-2,Metallothionein-2A,CES1
NSRP1P1	CCDC55P1
ABCA2	ABC2,KIAA1062,IDPOGSA
PKN2	PRK2,PRKCL2,Pak-2,STK7,PRO2042,PAK2
LDHAL6FP	--
MT1L	MT1R,MTF,MT1,Metallothionein-1L,Metallothionein-IL,MT-1L,MT-IL
MINAR2	KIAA1024L
RPS14P8	RPS14_5_603
MT1E	MTD,Metallothionein-1E,Metallothionein-IE,MT-1E,MT-IE,MT1
PCDHB2	PCDH-BETA2,PCDH-Beta-2
FABP2	I-FABP,FABPI
MIR548H1	Hsa-Mir-548h-1,Hsa-MiR-548h-5p,MIRN548H1,MIMAT0005928,MIR548H-1,MI0006411
LINC00523	C14orf70,NONHSAG015917.2,HSALNG0103758,LINC00523
RPS12P10	RPS12_4_622
H2AZ1-DT	NONHSAG038503.2,NONHSAG038502.2,HSALNG0036020,Lnc-DAPP1-2
CDC42EP4	BORG4,CEP4,KAIA1777,MGC17125,MGC3740
RAET1M	--
MT1M	MT1K,Metallothionein-1M,MT-1M,MT-IM,MT1,Metallothionein-IM
LINC01798	NONHSAG028024.2,HSALNG0015598,LINC01798
RAMACL	DJ427A4.2,FAM103A2P,C6orf119,RAMMETL,RAMMETP1
ZC3H12D	MCPIP4,DJ281H8.1,C6orf95,TFL,P34
RPL7L1P4	--
EMCN	MUC14,Endomucin-2,Mucin-14,MUC-14,EMCN2
DLK1	PG2,Pref-1,Delta1,FA1,ZOG,DLK-1,DLK,Secredeltin,PREF1
ERAP2	L-RAP,LRAP
MRPS21P9	--
MT1JP	MTB,MT1NP,MT1J,MT1
LINC01483	NONHSAG022628.2,HSALNG0118440,LINC01483
CAPZBP1	--
HNRNPA3P10	--
MT1A	MT1S,Metallothionein-1A,Metallothionein-IA,MT-1A,MT-IA,MT1,MTC
